0,1,2,3,4
0.7051267770818609,-0.041407976719788776,0.8305583008600246,-0.3321825814307973,-0.46537770986053756
-0.7164996034024991,0.731715049232303,-0.4081589941108669,-0.3096631868501682,-0.21441647997382252
-0.7169284025238946,-0.025429671584735206,0.230127451998679,-0.31780787401033733,0.8702669450978078
-0.7205503152882459,-0.7098555866220128,-0.4358391587852167,-0.07263378144029986,-0.17884364981338668
0.6983290457170188,-0.019011816594218595,0.11900670020915169,-0.3962172183090242,0.0085019552494148
-0.7184731184905743,-0.6922464329915209,-0.40192529300315405,0.8561629944917771,-0.0284650828382896
0.699568171242791,-0.7001491206376137,-0.3952613942741345,-0.3365496414711166,-0.21342174392868246
0.6976468427152314,-0.6994308619665066,-0.38151205653725434,-0.29486091991578045,-0.15843303918833077
0.7030099282170175,-0.03366620177079106,0.8297943003199091,0.9018192589812791,-0.20824920904792665
-0.7219722272709439,-0.05365930667892174,0.7846548462429648,-0.12425407749948782,-0.39292492407867163
-0.71172342178773,-0.018815300214942175,0.7698256517455231,-0.25415866097812734,-0.4107884544584926
-0.7132836130392365,0.7112518582619077,-0.379945032940275,-0.07862030517037716,-0.14483334930162242
-0.7145545821006529,0.7223966288099838,-0.3306322579035341,0.8873242933446386,0.046441918955623954
0.6987863166829078,0.7316069561784945,-0.39881644215374873,-0.2731876617044873,-0.14083626065657276
-0.7056202012173107,-0.03777426750000008,0.7880736568327167,-0.1285379582407739,-0.39882458887699374
-0.7205000196586162,-0.0044239492876371345,0.21502308273785184,-0.45118843491598815,0.8706724407890541
0.6980956093392774,-0.6930199650731499,-0.40288942501470176,0.84613611877862,-0.00846518866635975
-0.7164996034024991,0.731715049232303,-0.4081589941108669,-0.3096631868501682,-0.21441647997382252
-0.7307488251418301,-0.03926795575161669,0.2298522772352935,-0.32128385143734856,0.8885359711688751
0.7093687375850654,-0.03123465357088781,0.7865766686680513,-0.1279762948516141,-0.3940637842785846
